step,time_ns,xapp,adjusted_param,adjusted_value,c0_rbUtil,c0_dlThroughput,c0_AvgCqi,c0_SINR,c0_trafficLoad,c0_RSRP,c0_RSRQ,c0_ulSinr,c0_hoSuccessRate,c0_hoFailureRate,c0_hoAttempts,c1_rbUtil,c1_dlThroughput,c1_AvgCqi,c1_SINR,c1_trafficLoad,c1_RSRP,c1_RSRQ,c1_ulSinr,c1_hoSuccessRate,c1_hoFailureRate,c1_hoAttempts,c0_Param_TxPower,c0_Param_CIO,c1_Param_TxPower,c1_Param_CIO
107,109000000000,MLB,c1_CIO_delta,0,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,15,45,3
108,110000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,15,45,3
109,111000000000,CCO,c1_TxPower_delta,2,0.294235,2.94235,4.71429,15.9083,0.591685,-87.3623,-5.18802,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2917,0.408315,-88.3623,-6.04523,4.7471,1,0,0,46,15,45,3
110,112000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,15,46,3
111,113000000000,MLB,c0_CIO_delta,1,0.202982,2.02982,3.85714,13.8917,0.408316,-88.3623,-6.04523,4.7471,1,0,0,0.294138,2.94138,4.71429,15.3083,0.591684,-87.3623,-5.18802,4.7471,1,0,0,45,15,46,3
112,114000000000,ES,c1_TxPower_delta,-1,0.202914,2.02914,3.85714,13.8917,0.408337,-88.3623,-6.04523,4.7471,1,0,0,0.294014,2.94014,4.71429,15.3083,0.591663,-87.3623,-5.18802,4.7471,1,0,0,45,15,46,3
113,115000000000,MLB,c1_CIO_delta,0,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,15,45,3
114,116000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,15,45,3
115,117000000000,CCO,c1_TxPower_delta,2,0.293893,2.93893,4.71429,15.9084,0.591564,-87.3623,-5.18802,4.7471,1,0,0,0.202914,2.02914,3.85714,13.2916,0.408436,-88.3623,-6.04523,4.7471,1,0,0,46,15,45,3
116,118000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,15,46,3
117,119000000000,MLB,c0_CIO_delta,1,0.202982,2.02982,3.85714,13.8917,0.408276,-88.3623,-6.04523,4.7471,1,0,0,0.294186,2.94186,4.71429,15.3083,0.591724,-87.3623,-5.18802,4.7471,1,0,0,45,15,46,3
118,120000000000,ES,c1_TxPower_delta,-1,0.202794,2.02794,3.85714,13.8917,0.408333,-88.3623,-6.04523,4.7471,1,0,0,0.293845,2.93845,4.71429,15.3083,0.591667,-87.3623,-5.18802,4.7471,1,0,0,45,15,46,3
119,121000000000,MLB,c1_CIO_delta,0,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,15,45,3
120,122000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,15,45,3
121,123000000000,CCO,c1_TxPower_delta,2,0.294089,2.94089,4.71429,15.9084,0.591644,-87.3623,-5.18802,4.7471,1,0,0,0.202982,2.02982,3.85714,13.2916,0.408356,-88.3623,-6.04523,4.7471,1,0,0,46,15,45,3
122,124000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,15,46,3
123,125000000000,MLB,c0_CIO_delta,1,0.202982,2.02982,3.85714,13.8916,0.408356,-88.3623,-6.04523,4.7471,1,0,0,0.294089,2.94089,4.71429,15.3084,0.591644,-87.3623,-5.18802,4.7471,1,0,0,45,15,46,3
124,126000000000,ES,c1_TxPower_delta,-1,0.202914,2.02914,3.85714,13.8917,0.408297,-88.3623,-6.04523,4.7471,1,0,0,0.294063,2.94063,4.71429,15.3083,0.591703,-87.3623,-5.18802,4.7471,1,0,0,45,15,46,3
125,127000000000,MLB,c1_CIO_delta,0,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,15,45,3
126,128000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,15,45,3
127,129000000000,CCO,c1_TxPower_delta,2,0.294014,2.94014,4.71429,15.9085,0.591503,-87.3623,-5.18802,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2915,0.408497,-88.3623,-6.04523,4.7471,1,0,0,46,15,45,3
128,130000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,15,46,3
129,131000000000,MLB,c0_CIO_delta,1,0.202895,2.02895,3.85714,13.8916,0.408373,-88.3623,-6.04523,4.7471,1,0,0,0.293942,2.93942,4.71429,15.3084,0.591627,-87.3623,-5.18802,4.7471,1,0,0,45,15,46,3
130,132000000000,ES,c1_TxPower_delta,-1,0.203015,2.03015,3.85714,13.8916,0.408436,-88.3623,-6.04523,4.7471,1,0,0,0.29404,2.9404,4.71429,15.3084,0.591564,-87.3623,-5.18802,4.7471,1,0,0,45,15,46,3
131,133000000000,MLB,c1_CIO_delta,0,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,15,45,3
132,134000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,15,45,3
133,135000000000,CCO,c1_TxPower_delta,2,0.294235,2.94235,4.71429,15.9081,0.591924,-87.3623,-5.18802,4.7471,1,0,0,0.202847,2.02847,3.85714,13.2919,0.408076,-88.3623,-6.04523,4.7471,1,0,0,46,15,45,3
134,136000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,15,46,3
135,137000000000,MLB,c0_CIO_delta,1,0.202962,2.02962,3.85714,13.8917,0.408313,-88.3623,-6.04523,4.7471,1,0,0,0.294112,2.94112,4.71429,15.3083,0.591687,-87.3623,-5.18802,4.7471,1,0,0,45,15,46,3
136,138000000000,ES,c1_TxPower_delta,-1,0.202948,2.02948,3.85714,13.8916,0.408439,-88.3623,-6.04523,4.7471,1,0,0,0.293939,2.93939,4.71429,15.3084,0.591561,-87.3623,-5.18802,4.7471,1,0,0,45,15,46,3
137,139000000000,MLB,c1_CIO_delta,0,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,15,45,3
138,140000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,15,45,3
139,141000000000,CCO,c1_TxPower_delta,2,0.294138,2.94138,4.71429,15.9083,0.591684,-87.3623,-5.18802,4.7471,1,0,0,0.202982,2.02982,3.85714,13.2917,0.408316,-88.3623,-6.04523,4.7471,1,0,0,46,15,45,3
140,142000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,15,46,3
141,143000000000,MLB,c0_CIO_delta,1,0.202914,2.02914,3.85714,13.8916,0.408418,-88.3623,-6.04523,4.7471,1,0,0,0.293916,2.93916,4.71429,15.3084,0.591582,-87.3623,-5.18802,4.7471,1,0,0,45,15,46,3
142,144000000000,ES,c1_TxPower_delta,-1,0.203015,2.03015,3.85714,13.8915,0.408476,-88.3623,-6.04523,4.7471,1,0,0,0.293991,2.93991,4.71429,15.3085,0.591524,-87.3623,-5.18802,4.7471,1,0,0,45,15,46,3
143,145000000000,MLB,c1_CIO_delta,0,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,15,45,3
144,146000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,15,45,3
145,147000000000,CCO,c1_TxPower_delta,2,0.293965,2.93965,4.71429,15.9083,0.591662,-87.3623,-5.18802,4.7471,1,0,0,0.202881,2.02881,3.85714,13.2917,0.408338,-88.3623,-6.04523,4.7471,1,0,0,46,15,45,3
146,148000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,15,46,3
147,149000000000,MLB,c0_CIO_delta,1,0.202875,2.02875,3.85714,13.8917,0.408269,-88.3623,-6.04523,4.7471,1,0,0,0.29404,2.9404,4.71429,15.3083,0.591731,-87.3623,-5.18802,4.7471,1,0,0,45,15,46,3
148,150000000000,ES,c1_TxPower_delta,-1,0.202841,2.02841,3.85714,13.8918,0.408229,-88.3623,-6.04523,4.7471,1,0,0,0.29404,2.9404,4.71429,15.3082,0.591771,-87.3623,-5.18802,4.7471,1,0,0,45,15,46,3
149,151000000000,MLB,c1_CIO_delta,0,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,15,45,3
150,152000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,15,45,3
151,153000000000,CCO,c1_TxPower_delta,2,0.294138,2.94138,4.71429,15.9084,0.591604,-87.3623,-5.18802,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2916,0.408396,-88.3623,-6.04523,4.7471,1,0,0,46,15,45,3
152,154000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,15,46,3
153,155000000000,MLB,c0_CIO_delta,1,0.202982,2.02982,3.85714,13.8916,0.408396,-88.3623,-6.04523,4.7471,1,0,0,0.29404,2.9404,4.71429,15.3084,0.591604,-87.3623,-5.18802,4.7471,1,0,0,45,15,46,3
154,156000000000,ES,c1_TxPower_delta,-1,0.202982,2.02982,3.85714,13.8916,0.408377,-88.3623,-6.04523,4.7471,1,0,0,0.294063,2.94063,4.71429,15.3084,0.591623,-87.3623,-5.18802,4.7471,1,0,0,45,15,46,3
155,157000000000,MLB,c1_CIO_delta,0,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,15,45,3
156,158000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,15,45,3
157,159000000000,CCO,c1_TxPower_delta,2,0.294089,2.94089,4.71429,15.9082,0.591804,-87.3623,-5.18802,4.7471,1,0,0,0.202847,2.02847,3.85714,13.2918,0.408196,-88.3623,-6.04523,4.7471,1,0,0,46,15,45,3
158,160000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,15,46,3
159,161000000000,MLB,c0_CIO_delta,1,0.202928,2.02928,3.85714,13.8915,0.408477,-88.3623,-6.04523,4.7471,1,0,0,0.293864,2.93864,4.71429,15.3085,0.591523,-87.3623,-5.18802,4.7471,1,0,0,45,15,46,3
160,162000000000,ES,c1_TxPower_delta,-1,0.203015,2.03015,3.85714,13.8917,0.408275,-88.3623,-6.04523,4.7471,1,0,0,0.294235,2.94235,4.71429,15.3083,0.591725,-87.3623,-5.18802,4.7471,1,0,0,45,15,46,3
161,163000000000,MLB,c1_CIO_delta,0,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,15,45,3
162,164000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,15,45,3
163,165000000000,CCO,c1_TxPower_delta,2,0.293816,2.93816,4.71429,15.9087,0.59134,-87.3623,-5.18802,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2913,0.40866,-88.3623,-6.04523,4.7471,1,0,0,46,15,45,3
164,166000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,15,46,3
165,167000000000,MLB,c0_CIO_delta,1,0.202982,2.02982,3.85714,13.8916,0.408417,-88.3623,-6.04523,4.7471,1,0,0,0.294014,2.94014,4.71429,15.3084,0.591583,-87.3623,-5.18802,4.7471,1,0,0,45,15,46,3
166,168000000000,ES,c1_TxPower_delta,-1,0.202875,2.02875,3.85714,13.8918,0.408189,-88.3623,-6.04523,4.7471,1,0,0,0.294138,2.94138,4.71429,15.3082,0.591811,-87.3623,-5.18802,4.7471,1,0,0,45,15,46,3
167,169000000000,MLB,c1_CIO_delta,0,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,15,45,3
168,170000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,15,45,3
169,171000000000,CCO,c1_TxPower_delta,2,0.294063,2.94063,4.71429,15.9083,0.591679,-87.3623,-5.18802,4.7471,1,0,0,0.202934,2.02934,3.85714,13.2917,0.408321,-88.3623,-6.04523,4.7471,1,0,0,46,15,45,3
170,172000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,15,46,3
171,173000000000,MLB,c0_CIO_delta,1,0.202982,2.02982,3.85714,13.8916,0.408417,-88.3623,-6.04523,4.7471,1,0,0,0.294014,2.94014,4.71429,15.3084,0.591583,-87.3623,-5.18802,4.7471,1,0,0,45,15,46,3
172,174000000000,ES,c1_TxPower_delta,-1,0.202948,2.02948,3.85714,13.8917,0.408316,-88.3623,-6.04523,4.7471,1,0,0,0.294089,2.94089,4.71429,15.3083,0.591684,-87.3623,-5.18802,4.7471,1,0,0,45,15,46,3
173,175000000000,MLB,c1_CIO_delta,0,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,15,45,3
174,176000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,15,45,3
175,177000000000,CCO,c1_TxPower_delta,2,0.294138,2.94138,4.71429,15.9083,0.591684,-87.3623,-5.18802,4.7471,1,0,0,0.202982,2.02982,3.85714,13.2917,0.408316,-88.3623,-6.04523,4.7471,1,0,0,46,15,45,3
176,178000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,15,46,3
177,179000000000,MLB,c0_CIO_delta,1,0.202948,2.02948,3.85714,13.8917,0.408257,-88.3623,-6.04523,4.7471,1,0,0,0.29416,2.9416,4.71429,15.3083,0.591743,-87.3623,-5.18802,4.7471,1,0,0,45,15,46,3
178,180000000000,ES,c1_TxPower_delta,-1,0.203015,2.03015,3.85714,13.8915,0.408479,-88.3623,-6.04523,4.7471,1,0,0,0.293988,2.93988,4.71429,15.3085,0.591521,-87.3623,-5.18802,4.7471,1,0,0,45,15,46,3
179,181000000000,MLB,c1_CIO_delta,0,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,15,45,3
180,182000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,15,45,3
181,183000000000,CCO,c1_TxPower_delta,2,0.29416,2.9416,4.71429,15.9083,0.591687,-87.3623,-5.18802,4.7471,1,0,0,0.202995,2.02995,3.85714,13.2917,0.408313,-88.3623,-6.04523,4.7471,1,0,0,46,15,45,3
182,184000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,15,46,3
183,185000000000,MLB,c0_CIO_delta,1,0.203015,2.03015,3.85714,13.8917,0.408316,-88.3623,-6.04523,4.7471,1,0,0,0.294186,2.94186,4.71429,15.3083,0.591684,-87.3623,-5.18802,4.7471,1,0,0,45,15,46,3
184,186000000000,ES,c1_TxPower_delta,-1,0.202982,2.02982,3.85714,13.8917,0.408276,-88.3623,-6.04523,4.7471,1,0,0,0.294186,2.94186,4.71429,15.3083,0.591724,-87.3623,-5.18802,4.7471,1,0,0,45,15,46,3
185,187000000000,MLB,c1_CIO_delta,0,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,15,45,3
186,188000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,15,45,3
187,189000000000,CCO,c1_TxPower_delta,2,0.294063,2.94063,4.71429,15.9084,0.591583,-87.3623,-5.18802,4.7471,1,0,0,0.203015,2.03015,3.85714,13.2916,0.408417,-88.3623,-6.04523,4.7471,1,0,0,46,15,45,3
188,190000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,15,46,3
189,191000000000,MLB,c0_CIO_delta,1,0.202942,2.02942,3.85714,13.8917,0.408269,-88.3623,-6.04523,4.7471,1,0,0,0.294138,2.94138,4.71429,15.3083,0.591731,-87.3623,-5.18802,4.7471,1,0,0,45,15,46,3
190,192000000000,ES,c1_TxPower_delta,-1,0.202982,2.02982,3.85714,13.8917,0.408276,-88.3623,-6.04523,4.7471,1,0,0,0.294186,2.94186,4.71429,15.3083,0.591724,-87.3623,-5.18802,4.7471,1,0,0,45,15,46,3
191,193000000000,MLB,c1_CIO_delta,0,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,15,45,3
192,194000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,15,45,3
193,195000000000,CCO,c1_TxPower_delta,2,0.293965,2.93965,4.71429,15.9085,0.591503,-87.3623,-5.18802,4.7471,1,0,0,0.203015,2.03015,3.85714,13.2915,0.408497,-88.3623,-6.04523,4.7471,1,0,0,46,15,45,3
194,196000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,15,46,3
195,197000000000,MLB,c0_CIO_delta,1,0.202821,2.02821,3.85714,13.8918,0.408165,-88.3623,-6.04523,4.7471,1,0,0,0.294089,2.94089,4.71429,15.3082,0.591835,-87.3623,-5.18802,4.7471,1,0,0,45,15,46,3
196,198000000000,ES,c1_TxPower_delta,-1,0.203015,2.03015,3.85714,13.8915,0.408476,-88.3623,-6.04523,4.7471,1,0,0,0.293991,2.93991,4.71429,15.3085,0.591524,-87.3623,-5.18802,4.7471,1,0,0,45,15,46,3
197,199000000000,MLB,c1_CIO_delta,0,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,15,45,3
198,200000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,15,45,3
199,201000000000,CCO,c1_TxPower_delta,2,0.293991,2.93991,4.71429,15.9084,0.591564,-87.3623,-5.18802,4.7471,1,0,0,0.202982,2.02982,3.85714,13.2916,0.408436,-88.3623,-6.04523,4.7471,1,0,0,46,15,45,3
200,202000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,15,46,3
201,203000000000,MLB,c0_CIO_delta,1,0.202948,2.02948,3.85714,13.8917,0.408276,-88.3623,-6.04523,4.7471,1,0,0,0.294138,2.94138,4.71429,15.3083,0.591724,-87.3623,-5.18802,4.7471,1,0,0,45,15,46,3
202,204000000000,ES,c1_TxPower_delta,-1,0.202982,2.02982,3.85714,13.8917,0.408276,-88.3623,-6.04523,4.7471,1,0,0,0.294186,2.94186,4.71429,15.3083,0.591724,-87.3623,-5.18802,4.7471,1,0,0,45,15,46,3
203,205000000000,MLB,c1_CIO_delta,0,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,15,45,3
204,206000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,15,45,3
205,207000000000,CCO,c1_TxPower_delta,2,0.294138,2.94138,4.71429,15.9084,0.591604,-87.3623,-5.18802,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2916,0.408396,-88.3623,-6.04523,4.7471,1,0,0,46,15,45,3
206,208000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,15,46,3
207,209000000000,MLB,c0_CIO_delta,1,0.203015,2.03015,3.85714,13.8916,0.408436,-88.3623,-6.04523,4.7471,1,0,0,0.29404,2.9404,4.71429,15.3084,0.591564,-87.3623,-5.18802,4.7471,1,0,0,45,15,46,3
208,210000000000,ES,c1_TxPower_delta,-1,0.202948,2.02948,3.85714,13.8917,0.408297,-88.3623,-6.04523,4.7471,1,0,0,0.294112,2.94112,4.71429,15.3083,0.591703,-87.3623,-5.18802,4.7471,1,0,0,45,15,46,3
209,211000000000,MLB,c1_CIO_delta,0,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,15,45,3
210,212000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,15,45,3
211,213000000000,CCO,c1_TxPower_delta,2,0.294189,2.94189,4.71429,15.9083,0.591687,-87.3623,-5.18802,4.7471,1,0,0,0.203015,2.03015,3.85714,13.2917,0.408313,-88.3623,-6.04523,4.7471,1,0,0,46,15,45,3
212,214000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,15,46,3
213,215000000000,MLB,c0_CIO_delta,1,0.202982,2.02982,3.85714,13.8916,0.408417,-88.3623,-6.04523,4.7471,1,0,0,0.294014,2.94014,4.71429,15.3084,0.591583,-87.3623,-5.18802,4.7471,1,0,0,45,15,46,3
214,216000000000,ES,c1_TxPower_delta,-1,0.202954,2.02954,3.85714,13.8917,0.408344,-88.3623,-6.04523,4.7471,1,0,0,0.294063,2.94063,4.71429,15.3083,0.591656,-87.3623,-5.18802,4.7471,1,0,0,45,15,46,3
215,217000000000,MLB,c1_CIO_delta,0,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,15,45,3
